Store Name,Address,Location,Timings,Latitude,Longitude,Phone
Gopalan Signature Mall,"Shop No 6, 1St Floor, Gopalan Signature Mall, Cv Raman Nagar, Opposite Rmz Infinity, Old Madras Road, Bengaluru, Karnataka, 560038",Karnataka,11:00 AM to 09:30 PM,,,7428891163
RK Hegde Nagar,"Site No 74, M.C.E.C.H.S Layout, 1St Phase, Rk Hegde Nagar, Rk Hegde Nagar, Behind Karnataka Bank, Bengaluru, Karnataka, 560077",Karnataka,11:00 AM to 09:30 PM,,,8929288248
Flagship Store at BTM Layout,"Shop No 938, 16Th Main Road, Btm 2Nd Stage, Stage 2, Btm Layout, Btm Layout, Bengaluru, Karnataka, 560076",Karnataka,11:00 AM to 09:30 PM,,,7428891164
Horamavu,"Building No 33, Horamavu Main Road, Banasawadi, Horamavu, Opposite Poorvika Mobiles, Bengaluru, Karnataka, 560043",Karnataka,11:00 AM to 09:30 PM,,,9319367919
Sindhanur,"C M C No- 6-1-1926, Ashapuri Complex, Gangavathi Road, Sindhanur, Sindhanur, Opposite Axis Bank, Raichur, Karnataka, 584128",Karnataka,11:00 AM to 09:00 PM,,,8929338697
Electronic City Phase 1,"Sn 4C, Velankani Information Sys Pvt Ltd, , Electronic City Phase 1, Opposite Velankani Tech Park, Gate No 3, Bengaluru, Karnataka, 560100",Karnataka,11:00 AM to 09:30 PM,,,7428890118
Malleshpalya CV Raman Nagar,"No 38/1 9Th Main, Malleshapalya, New Thippsandra Post, Malleshpalya, Near Nile Institue Of Languages And Education, Bengaluru, Karnataka, 560075",Karnataka,11:00 AM to 09:30 PM,,,7303161162
Konanakunte,"Anjanapura Main Road, Konanakunte Cross, Konanakunte, Opposite Hdfc Bank, Bengaluru, Karnataka, 560062",Karnataka,11:00 AM to 09:30 PM,,,8929266341
"Club Road, Hubli","Shop No 4, Sona Chambers, Club Road, Deshpande Nagar, Opposite Karnataka Wine Mart, Hubli, Karnataka, 580029",Karnataka,11:00 AM to 09:00 PM,,,7428890126
Dharwad,"Ground Floor, Pb Road, Near Jubilee Circle Bus Stop, Court Circle, Dharwad, Karnataka, 580001",Karnataka,11:00 AM to 09:00 PM,,,8448440316
Jakkur,"Plot No 222, Survey No 98/3, 7Th Block, Jakkur Arkavathy Layout, Jakkur Arkavathy Layout, Next To Apollo Pharmacy, Bengaluru, Karnataka, 560068",Karnataka,11:00 AM to 09:30 PM,,,8929341208
Lulu Global Mall,"Lulu Global Mall, Minerva Mills Compound, Rajajinagar, Opposite Sujata Theatre, Bengaluru, Karnataka, 560023",Karnataka,10:30 AM to 09:30 PM,,,8061035660
Anekal Town,"7, Old Mysore Bank Road, Anekal Town, Anekal Town, Bengaluru, Karnataka, 562106",Karnataka,11:00 AM to 09:30 PM,,,8929345106
Flagship Store at JP Nagar,"Shop No 300, Outer Ring Road, 5Th Phase, 15Th Cross Road, Jp Nagar, Near Cafe Coffee Day, Bengaluru, Karnataka, 560078",Karnataka,11:00 AM to 09:30 PM,,,7428890132
Nagadevanahalli,"No 7 & 8, 100Ft Feet Road, Nagadevanahalli, Kengeri, Nagadevanahalli, Near Bharat Petrol Pump, Bengaluru, Karnataka, 560056",Karnataka,11:00 AM to 09:30 PM,,,8929275902
Flagship Store at Marathahalli,"G3/G4, Sigma Arcade, Marathahalli, Near Tulsi Theatre, Bengaluru, Karnataka, 560037",Karnataka,11:00 AM to 09:30 PM,,,7428890133
New Bel Road,"Shop No 11, Ground Floor, 2Nd Stage, New Bel Road, Chikkamaranahalli, Chikkamaranahalli, Near Ramachandra Convention Hall, Bengaluru, Karnataka, 560094",Karnataka,11:00 AM to 09:30 PM,,,7428890134
Moodalapalya,"No 166, Moodalapalya, Nagarbhavi Main Road, Madhura Nagar, Moodalapalya, Bengaluru, Karnataka, 560070",Karnataka,11:00 AM to 09:30 PM,,,8447822969
SIT Tumkur,"No 2164/796, Sit Main Road, Sit Main Road, Near 11Th Cross, Tumkur, Karnataka, 572103",Karnataka,11:00 AM to 09:00 PM,,,8929344598
Flagship Vidyaranyapura Road,"1242, Bel Layout, Vidyaranyapura Road, Opposite First Block Bus Stop, Bengaluru, Karnataka, 560097",Karnataka,11:00 AM to 09:30 PM,,,7428890144
HSR Layout,"2799/2800, Ground Floor, 27th Main, Sector 1, HSR Layout, Bengaluru, Karnataka, 560102",Karnataka,11:00 AM to 09:30 PM,,,9718519385
Ayodhya Nagar,"4833/12B, Hadgal Complex, Ayodhya Nagar, Dr B.R Ambedkar Road, Kolhapur Circle, Ayodhya Nagar, Beside Uk27 Hotel, Belagavi, Karnataka, 590001",Karnataka,11:00 AM to 09:00 PM,,,7428890148
"Gandhi Bazaar, Basavanagudi","Shop No 85/4, Vaibhav Apartments, , Gandhi Bazaar, Basavanagudi, Ramakrishna Ashram Circle, Bengaluru, Karnataka, 560004",Karnataka,11:00 AM to 09:30 PM,,,7428890150
Udupi,"Ground Floor, Mahalakshmi Towers, Court Road, Near Big Bazaar, Udupi, Karnataka, 576101",Karnataka,11:00 AM to 09:00 PM,,,8929346386
Sanjay Nagar,"Shop No 1, Gmr Layout,, D Rajagopal Road, Sanjay Nagar, Rmv Hospital, Geddalahalli, Bengaluru, Karnataka, 560094",Karnataka,11:00 AM to 09:30 PM,,,7428891199
Rajarajeshwari Nagar,"No 22/23, Ground Floor, TR Plaza, 2nd Cross, Halagevaderahalli, Shankarappa Layout, BEML 5th Stage, Rajarajeshwari Nagar, Bengaluru, Karnataka, 560098",Karnataka,11:00 AM to 09:00 PM,,,9711619095
Kaikondahalli,"Shop 7 & 8, Sno 19/10, Chikkabellandur Road, Carmelaram, Doddakaneli, Kaikondrahalli, Opposite Dmart, Bengaluru, Karnataka, 560035",Karnataka,11:00 AM to 09:30 PM,,,9311773743
General Cariappa Road,"Shop No 1861/A/846, Krishna Arcade, 2Nd Cross Road, General Cariappa Road, Next To Mg Road, K R Extension, Tumkur, Karnataka, 572101",Karnataka,11:00 AM to 09:00 PM,,,7428890166
Mathikere,"17, Ujjini Glitz, Hmt Main Road, Mathikere, , Mathikere, Next To Poorvika, Bengaluru, Karnataka, 560056",Karnataka,11:00 AM to 09:30 PM,,,8929121695
Flagship Store CMH Road Indiranagar,"S No 505, Ground Floor, Kheny Plaza, Indira Nagar 1st Stage",Karnataka,11:00 AM to 09:30 PM,,,9582611487
Sarjapur Natura Walk,"No 46, Yamare Village, Sarjapur Natura Walk Hobli, Anekal Taluk, Bengaluru, Karnataka, 562125",Karnataka,11:00 AM to 09:00 PM,,,9711984244
Cox Town,"Ground Floor, 32/1, Ramakrishnappa Road, Doddakunte Circle, Cox Town, Doddakunte Circle, Cox Town, Near Yamaha Service Center Cox Town, Bengaluru, Karnataka, 560005",Karnataka,11:00 AM to 09:30 PM,,,8929082316
Rajaji Nagar 2,"Shop No 706, Ground Floor, 2Nd Stage, 9Th Cross, Dr. Modi Road, Rajaji Nagar, Rajaji Nagar, Next To Hotel Kadamba, Bengaluru, Karnataka, 560086",Karnataka,11:00 AM to 09:30 PM,,,7428891210
Vijayanagar,"#41, 1st Floor, 17th Cross Road, MRCR Layout, Vijayanagar",Karnataka,11:00 AM to 09:30 PM,,,9582271461
Davanagere,"Shop No 289/5B, Am Arcade, , Davanagere, Vidyarthi Bhavan Circle, Davanagere, Karnataka, 577002",Karnataka,11:00 AM to 09:00 PM,,,7428890175
HSR Layout,"Ground Floor, D No 1312, 24Th Main, Sector 2, Hsr Layout, Bengaluru, Karnataka, 560102",Karnataka,11:00 AM to 09:30 PM,,,9811921498
Thanisandra,"Shop No 538, Ground Floor, Rachenahalli Road, Srk Nagar, Thanisandra, Bharath Petroleum Petrol Pump, Bengaluru, Karnataka, 560077",Karnataka,11:00 AM to 09:30 PM,,,7428891222
Hesarghatta Main Road,"Ground Floor, Sri Lakshmi Arcade, , Hesarghatta Main Road, Opposite Ammajj Kalyana Mantap, Bengaluru, Karnataka, 560073",Karnataka,11:00 AM to 09:30 PM,,,7428891223
"JP Nagar, Kothanur","No 10/2, 24Th Main Road, J P Nagar 6Th Phase, Sarakki Village, Kothanur, Kothanur, Bengaluru, Karnataka, 560078",Karnataka,11:00 AM to 09:30 PM,,,7428891136
Bagalkote,"Tp No 43, Ground Floor, N B Darbar Complex, Railway Station Road, Infront Of M M Joshi Eye Hospital, Bagalkote, Karnataka, 587101",Karnataka,11:00 AM to 09:00 PM,,,8448310311
Marathalli,"#88, Outer Ring Road, Near Flyover, Opposite Mega Store, Marathahalli, Marathahalli, Opposite Mega Store, Bengaluru, Karnataka, 560037",Karnataka,11:00 AM to 09:30 PM,,,9999761456
Sahakarnagar,"Ground Floor, No 2381, D Block, 60 Feet Road, Sahakar Nagar, Sahakar Nagar, Near Ccd & Sbi Bank, Bengaluru, Karnataka, 560092",Karnataka,11:00 AM to 09:30 PM,,,7838237265
Savalanga Road,"Shop No 2, Ground Floor, Jj Complex, , Savalanga Road, Near Usha Nursing Home, Shimoga, Karnataka, 577201",Karnataka,11:00 AM to 09:00 PM,,,7428890189
Hennur,"Ground Floor, Hennur Cross, Hennur Main Road, Hennur, Bengaluru, Karnataka, 560043",Karnataka,11:00 AM to 09:30 PM,,,8929338667
Flagship Store at Chandra Layout,"Shop No 106, 1St Main Road, Chandra Layout, Opposite Polar Bear, Bengaluru, Karnataka, 560040",Karnataka,11:00 AM to 09:30 PM,,,9643321229
Flagship Store at RR Nagar,"Shop No 826, Paramount Building, Beml 3Rd Stage, Rajarajeshwari Nagar, Opposite Dr. Ambedkar Park, Bengaluru, Karnataka, 560098",Karnataka,11:00 AM to 09:30 PM,,,7428891230
R T Nagar,"Ground Floor, No 5/3, 1St Main, 2Nd Cross, Rahmath Nagar, Rt Nagar Post, Rehmat Nagar, Opposite To India Oil Pump, Bengaluru, Karnataka, 560032",Karnataka,11:00 AM to 09:30 PM,,,7838195385
Jayanagar 9th Block,"Shop No 12/1, Sri Lakshmi Complex, 25Th Main, 9Th Block, Jayanagar, Near Jain College Rear Gate, Bengaluru, Karnataka, 560069",Karnataka,11:00 AM to 09:30 PM,,,7290080195
Forum Mall,"Shop No 8 & N 5, Lgf, Forum Mall, Hyder Ali Road, Nazarbad Mohalla, Mysuru, Karnataka, 570010",Karnataka,10:00 AM to 09:30 PM,,,7428891237
Varthur,"No 184/1, Varthur Main Road, Varthur Village, Varthur Village, Near Vinayaka Theatre, Bengaluru, Karnataka, 560087",Karnataka,11:00 AM to 09:30 PM,,,8929085950
Kothanur,"#1,2 Hennur Main Road, Kothanur, Near Bharat Petroleum, Bengaluru, Karnataka, 560077",Karnataka,11:00 AM to 09:30 PM,,,8929440588
Harlur Main Road,"#2466/2310, 4, 4(B), 3(B), G2, Ground Floor, Anjanadri Sriharsh, Harlur Main Road, Harlur Main Road, Anjanadri Sriharsh, Bengaluru, Karnataka, 560102",Karnataka,11:00 AM to 09:30 PM,,,9654531512
Coles Road,"86/3, Ground Floor, Coles Road, Cleveland Town, Pulikeshi Nagar, Coles Road, Bengaluru, Karnataka, 560005",Karnataka,11:00 AM to 09:30 PM,,,9548147148
Vidya Nagar,"35498/23, Vidya Nagar, Ramakrishna Layout, Unkal Village, Vidya Nagar, Hubli, Karnataka, 580030",Karnataka,11:00 AM to 09:30 PM,,,8929342563
Orion Mall Gateway,"Shop No 106, First Floor, Brigade Gateway, Malleshwaram West, Orion Mall Gateway, Bengaluru, Karnataka, 560055",Karnataka,10:30 AM to 10:00 PM,,,7428891251
Balagere,"Ground Floor Old Katha No 290/31/2/02/02, New No 31/2, Balagera Main Road, Varthur Ward No 149, Bengaluru, Karnataka, 560087",Karnataka,11:00 AM to 09:30 PM,,,9148982158
Varthur,"No 6, C Block Green Field Hub Hoskote, Seegahalli, Whitefield, , Seegahalli, Bengaluru, Karnataka, 560067",Karnataka,11:00 AM to 09:30 PM,,,8929032767
Brestwarpet,"No 11-2-61 & 62, Sangeeta Arcade, Bresthwarpet, Near Gandhi Chowk, Bresthwarpet, Opposite Kanva Hospital, Raichur, Karnataka, 584101",Karnataka,11:00 AM to 09:00 PM,,,7428890217
Gokak,"Shop No 1, Anand Talkies Road, Hospet Galli, Near Anmol Hotel Complex, Gokak, Karnataka, 591307",Karnataka,11:00 AM to 09:00 PM,,,8929261493
Kolar,"No 962 & 963, Nagaraj Building Gandhivana, Mg Road, Near Town Police Station, Kolar, Karnataka, 563101",Karnataka,11:00 AM to 09:00 PM,,,8929270250
T C Palya,"Shop No 11/2, Lorven Leo Apartments, Tc Palya Main Road, K R Puram, Near Axis Bank, Bengaluru, Karnataka, 560016",Karnataka,11:00 AM to 09:30 PM,,,7428891259
Mall Of Mysore,"C1, First Floor, Mall Of Mysore, FF14, MG Road, Indiranagar Extension, Nazarbad Mohalla, Near Mysuru Race Club, Mysuru, Karnataka, 570010",Karnataka,10:00 AM to 09:30 PM,,,8971565749
Indiranagar 2,"Shop No 483, Signature Square, 100 Feet Road, Indiranagar, Near Pizza Hut, Bengaluru, Karnataka, 560038",Karnataka,11:00 AM to 09:30 PM,,,7428891266
Infantry Road,"Plot No 15, Ground Floor, Infantry Road, Near Vasavi High School, Ballari, Karnataka, 583101",Karnataka,11:00 AM to 09:00 PM,,,7428890235
RR Nagar,"1163, Nehru Road, Beml 3Rd Stage, Rajarajeshwari Nagar, Bengaluru, Karnataka, 560098",Karnataka,11:00 AM to 09:00 PM,,,7065264576
Ballari,"Plot No 09, New Ward No 01, Parvathi Nagar, Ballari, Parvathi Nagar, Near Hdfc Bank, Ballari, Karnataka, 583103",Karnataka,11:00 AM to 09:00 PM,,,7428890262
Kuvempu Nagar,"Ground Floor, Asian Bussines Center, Kuvempu Nagar, Beside Asian Mall, Kalaburagi, Karnataka, 585102",Karnataka,11:00 AM to 09:00 PM,,,7428890243
Flagship Store at Banaswadi,"Shop No 19B, Ground Floor, Tamarind, 100 Feet Road, Banaswadi, Opposite Bata Showroom, Bengaluru, Karnataka, 560043",Karnataka,11:00 AM to 09:30 PM,,,7428891283
Heggannahalli,"No 170, Hegganahalli, Main Road, Vishwaneedam Post, Heggannahalli, Opppsite New Udupi Grand, Bengaluru, Karnataka, 560091",Karnataka,11:00 AM to 09:30 PM,,,7428890264
Bhartiya City Mall,"Upper Ground Floor 35, Bhartiya City Mall, Chhokkanahalli Village, Yelahanka Hobli Bhartiya City, Thanisandra Main Road, Bengaluru, Karnataka, 560064",Karnataka,10:00 AM to 10:00 PM,,,8068365552
Royal Meenakshi Mall,"Shop No S5, Second Floor, Bannerghatta Main Road, Royal Meenakshi Mall, Bengaluru, Karnataka, 560076",Karnataka,11:00 AM to 09:30 PM,,,7428891286
Ramamurthy Nagar,"Ground Floor, Chinnappa Layout, Main Road, Bovi Colony, Ramamurthy Nagar, Bengaluru, Karnataka, 560016",Karnataka,11:00 AM to 09:30 PM,,,9319375299
Ganga Nagar,"Ground Floor, Ganga Nagar, Cbi Road, Hmt Layout, Hebbal, Hebbal, Opposite Shrine Of St.Jude Thaddeus Church, Bengaluru, Karnataka, 560032",Karnataka,11:00 AM to 09:30 PM,,,9643381477
Jigani,"No 49 1St Phase, Near Apc Circle, Jigani Industrial, Bannerghatta Anekal Road, Jigani, Jigani Industrial, Near Dominos Jigani, Bengaluru, Karnataka, 560105",Karnataka,11:00 AM to 09:30 PM,,,8929342533
RMZ Galleria Mall,"Lower Ground Floor, Ambedkar Colony, Rmz Galleria Mall, Opposite Tanishq, Bengaluru, Karnataka, 560064",Karnataka,11:00 AM to 10:00 PM,,,7428891292
Singasandra,"A Block, Aecs Layout, Singasandra, Singasandra, Bengaluru, Karnataka, 560068",Karnataka,11:00 AM to 09:30 PM,,,8929344659
Flagship Store HSR Layout,"Shop No 16, 17Th Cross Road, 9Th Main, Sector 7, Hsr Layout, Behind Bda Complex, Bengaluru, Karnataka, 560102",Karnataka,11:00 AM to 09:30 PM,,,7428891293
Flagship Store Doddakannahalli,"Shop No 121/3, Supreme Arcade, Sarjapur Road, Doddakannahalli, Next To Indian Oil Petrol Pump, Bengaluru, Karnataka, 560035",Karnataka,11:00 AM to 09:30 PM,,,9654731294
Flagship Store Jayanagar,"No 242/29, First Floor, Manandi Arch, 9Th Main Road, 3Rd Block, East Jayanagar, Jayanagar, Bengaluru, Karnataka, 560011",Karnataka,11:00 AM to 09:30 PM,,,9811271534
Udgir Road,"CMC No 8-9-448, Kamshetty Complex, Udgir Road, Bidar, Karnataka, 585403",Karnataka,11:00 AM to 09:00 PM,,,7303815816
Tilakwadi,"Shop No 1049/A/1, Swami Samarth Arcade, Khanapur Road, Tilakwadi, Near Datt Mandir, Belgaum, Karnataka, 590006",Karnataka,11:00 AM to 09:00 PM,,,7428890256
"Bhuvaneswari Nagar, Hebbal","Ground Floor, Siri Square 26, 4Th A Croos, Dasarahalli Main Road, Bhuvaneshwari Nagar, Hebbal, Bhuvaneshwari Nagar, Hebbal, Bengaluru, Karnataka, 560024",Karnataka,11:00 AM to 09:30 PM,,,7303577578
Bagalur,"Ground Floor, 2Nd Cross, Bagalur Main Road, Vinayak Nagar, Kattigenahalli, Bagalur Main Road, Bengaluru, Karnataka, 560064",Karnataka,11:00 AM to 09:30 PM,,,8587908848
Davanagere,"Door No 2767, MCC B Block, 3Rd Cross, Davanagere, Karnataka, 577004",Karnataka,11:00 AM to 09:00 PM,,,7303633634
Koppikar Road,"Shop No 10, Ground Floor, Eureka Corner, Koppikar Road, Eureka Building, Hubli, Karnataka, 580020",Karnataka,11:00 AM to 09:00 PM,,,7428890260
Wilson Garden Road,"No 5 & Old No 165, 4Th Main, Wilson Garden Road, Wilson Garden, Beside Hotel Prashanth, Bengaluru, Karnataka, 560027",Karnataka,11:00 AM to 09:30 PM,,,8929808984
KR Puram,"Ground Floor No 198/A, Shankar Mutt Road, Kr Puram, Kr Puram, Hassan, Karnataka, 573201",Karnataka,11:00 AM to 09:00 PM,,,7303457458
Basaveshwara Nagar,"#579, Shankari Avenue, Siddaiah Puranik Road, 3Rd Stage, 4Th Block, Basaveshwaranagar, Basaveshwaranagar Main Road, Bengaluru, Karnataka, 560079",Karnataka,11:00 AM to 09:30 PM,,,9582670929
Forum Shantiniketan Mall,"Shop No 5, Lower Ground Floor, Forum Shantiniketan Mall, Itpl Main Road, Opposite Manipal Hospital, Whitefield, Bengaluru, Karnataka, 560067",Karnataka,10:00 AM to 10:00 PM,,,9643991310
Dharwad,"No 494/B/16/G, G-1, Nh-4, Pb Road, Shivananda Nagar, Shivananda Nagar, Near Hubli Toll Naka, Dharwad, Karnataka, 580004",Karnataka,11:00 AM to 09:00 PM,,,8929335375
JP Nagar 8th Phase,"No 30/A 3Rd, Block Layout, Jp Nagar 8Th Phase, Jp Nagar, Near Vishal Mart, Bengaluru, Karnataka, 560076",Karnataka,11:00 AM to 09:30 PM,,,8447914974
Ayyapanagar,"#1 & 2, Surya Manson, Ayyappa Nagar, Kodigehalli Road, Krishnarajapura, Bengaluru, Karnataka, 560049",Karnataka,10:00 AM to 09:30 PM,,,9148982155
"Flagship Store JP Nagar, 7th Phase","Shop No 17, Rbi Layout, , Jp Nagar, 7Th Phase, Karnataka Bank, 10Th A East Cross Road, Bengaluru, Karnataka, 560078",Karnataka,11:00 AM to 09:30 PM,,,7428891314
Sultanpalya,"No 43, Shop No 1&2, Sultan Palya Main Road, Rt Nagar, Rt Nagar, Near Laxmi Gold Paradise, Bengaluru, Karnataka, 560032",Karnataka,11:00 AM to 09:30 PM,,,8929328753
Kuvempunagara,"Mig 2, Ground Floor, New Kantharaja Urs Road, Kuvempunagara, Near Sri S. Nijalingappa Circle, Mysuru, Karnataka, 570023",Karnataka,11:00 AM to 09:00 PM,,,7428890271
Sharan Nagar,"Parekh Arcade, Sharan Nagar, Lingad Gudi Road, Near Signature Mall, Bijapur, Karnataka, 586103",Karnataka,11:00 AM to 09:00 PM,,,7428890272
Mallathalli,"No 5 & 6, Gidada Konnenahalli, Muddinapalya Main Road, ITI Layout, Mallathalli, Bengaluru, Karnataka, 560091",Karnataka,11:00 AM to 09:30 PM,,,8447930692
Devanahalli,"Matru Arcade, 333 19Th Ward, Bb Road, Devanahalli Town, Devanahalli Town, Bengaluru, Karnataka, 562110",Karnataka,11:00 AM to 09:30 PM,,,8929436426
Gorrepalya,"No 15 Balaji Nagar, Magadi Main Road, Vishwaneedam Post Bydrahalli, Magadi Main Road Vishwaneedam, Opposite College Stop, Bengaluru, Karnataka, 560091",Karnataka,11:00 AM to 09:30 PM,,,8929306414
Flagship Store Banashankari,"Shop No 214, 15Th Main, 24Th Cross, Banashankari 2Nd Stage, Near Bda Complex, Bengaluru, Karnataka, 560070",Karnataka,11:00 AM to 09:30 PM,,,7428891328
Andrahalli,"Ground Floor, 38 Md Complex, Doddanna Layout, Andrahalli, Bengaluru, Karnataka, 560091",Karnataka,11:00 AM to 09:30 PM,,,8929327932
New Bel Road,"No 004/B, Ground Floor, Devasandra Layout, New Bel Road, New Bel Road, Next To Subway, Bengaluru, Karnataka, 560094",Karnataka,11:00 AM to 09:30 PM,,,7303563564
Btm Layout,"Shop No 2, Building No 805/A, Pid No-65-94-805/A, 7Th Cross Road, Btm Layout, 2Nd Stage, Btm Layout, Opposite Wild Craft, Bengaluru, Karnataka, 560076",Karnataka,11:00 AM to 09:30 PM,,,8929261833
Flagship Store Kathriguppe,"#4, 80Ft Road, 6Th Block, 3Rd Phase, Srinivasnagar, Banashankari, Banashankari, Near Big Bazaar, Bengaluru, Karnataka, 560085",Karnataka,11:00 AM to 09:30 PM,,,8447725949
Saraswathipuram,"2904/1, Khada No Ch 66, Kantharaj Urs Road, Saraswathipuram, Saraswathipuram, Beside Fire Brigade, Mysuru, Karnataka, 570009",Karnataka,11:00 AM to 09:00 PM,,,8929342669
Gangavathi,"17Th Ward, 4-1-57/A Mirajkar Complex, Bus Stand Road, Opposite Yashodha Hospital, Gangavathi, Karnataka, 583227",Karnataka,11:00 AM to 09:00 PM,,,8929337386
Malleshwaram,"Ground Floor, 2Nd Main Road, Sampige Road, Malleshwaram, Malleshwaram, Bengaluru, Karnataka, 560036",Karnataka,11:00 AM to 09:30 PM,,,9818841601
Flagship Store Kammanahalli,"Ground Floor, 4Th Cross, 2Nd Block, Vp Plaza Mall, Kalyan Nagar, Kammanahalli, Opposite Shoba Central, Bengaluru, Karnataka, 560043",Karnataka,11:00 AM to 09:30 PM,,,7428891338
Ayyappa Nagar,"#2, Gokul Mansion, Ayyappa Nagar, Devasandra, Kr Puram, Ayyappa Nagar, Opposite Krishna Community Hall, Bengaluru, Karnataka, 560036",Karnataka,10:30 AM to 09:30 PM,,,8448221596
Kasavanahalli,"Shop No 53/1, Central Jail Road, Kasavanahalli, Sarjapur, Kasavanahalli, Opposite Vishnu Grand Hotel, Bengaluru, Karnataka, 560035",Karnataka,11:00 AM to 09:30 PM,,,7428891341
Udupi,"G4, Ground Floor, Mandavi Royal Prince, Kunjibettu, Opposite Kunjibettu Post Office, Udupi, Karnataka, 576102",Karnataka,11:00 AM to 09:00 PM,,,7428890295
Vijayanagar RPC Layout,"2373/B, SMS Arcade Building, Vijay Nagar, RPC Layout, Dub Road, Bengaluru, Karnataka, 560040",Karnataka,11:00 AM to 09:30 PM,,,08041440926
Flagship Store Electronic City,"Snn Raj Neeladri, Bettadasanapura, Near Neeladri Nagar, Electronic City, Bengaluru, Karnataka, 560100",Karnataka,11:00 AM to 09:30 PM,,,7428891348
Hulimavu,"Ground Floor, No 5, Dr Mv Road, 6Th Stage, 2Nd Block, Btm, Hulimavu, Opposite Nano Hospital, Bengaluru, Karnataka, 560076",Karnataka,11:00 AM to 09:30 PM,,,7428891350
Brigade Orion Uptown Mall,"Unit No108, First Floor, Brigade Orion Uptown Mall, Huskur Village, Bidaarahalli, Hobli, East Taluk, Hobli, Brigade Orion Uptown Mall, Bengaluru, Karnataka, 560049",Karnataka,10:30 AM to 10:00 PM,,,8447728798
Hospet,"Ward No 11, Door No 110A-110A1-110A2, College Road, Jabbal Area, Ballary, Hospet, Karnataka, 583201",Karnataka,11:00 AM to 09:00 PM,,,9717781353
Vijaya Bank Layout,"Ground Floor, 1000A, Vijaya Bank Layout, Opposite Vijaya Bank, Vijaya Bank Layout, Opposite Vijaya Bank Layout Main Park, Bengaluru, Karnataka, 560076",Karnataka,11:00 AM to 09:30 PM,,,7428891360
Bommanahalli,"Shop No 3, Ground Floor, Katha 461/447/439, Garebhavi Palya, Hosur Main Road, Near Domino'S Pizza, Bengaluru, Karnataka, 560068",Karnataka,11:00 AM to 09:30 PM,,,7428891361
Hanumantha Nagar,"9, L R Complex, 50 Feet Main Road, Avalahalli, Muneshwara Block, Banashankari, Avalahalli, L R Complex, Bengaluru, Karnataka, 560026",Karnataka,11:00 AM to 09:30 PM,,,8826001609
"Phoenix Market City Mall, Whitefield","Shop No F/68, 1St Floor, Whitefield Main Road, Mahadevpura, Phoenix Market City Mall, Bengaluru, Karnataka, 560048",Karnataka,10:00 AM to 09:30 PM,,,7428891060
Annapurneshwari Nagar,"Huliyappa Arcade 22, 2Nd Block, Nagarbhavi 2Nd Stage, Annapurneshwari Nagar, Annapurneshwari Nagar, Bengaluru, Karnataka, 560072",Karnataka,11:00 AM to 09:30 PM,,,8929471398
Bejai Road,"Ug13, 3W3-268/25, Marian Paradise Streak, Bejai Road, Bejai Road, Near Bejai Church, Mangaluru, Karnataka, 575004",Karnataka,11:00 AM to 09:00 PM,,,8929306412
Kalidasa Road,"Shop No 2813 D-1A, Ground Floor, Ganesh Arcade, Kalidasa Road, Above Green Leaf Hotel, Mysuru, Karnataka, 570002",Karnataka,11:00 AM to 09:00 PM,,,7428890303
Flagship Store Indiranagar 100 Ft Road,"2003/1-1, Arihant Building, Second Stage, Indiranagar 100Ft Road, Indiranagar 100Ft Road, Arihant Building, Bengaluru, Karnataka, 560008",Karnataka,11:00 AM to 09:30 PM,,,9821141600
Kanakapura Road,"Shop No 25/6/26/27/61, Ground Floor, Yelenchenahalli, Kanakpura Road, Near Yelenchanahalli Metro Station, Bengaluru, Karnataka, 560078",Karnataka,11:00 AM to 09:30 PM,,,8588911381
Prestige Falcon City Mall,"Shop No1, Prestige Falcon City Mall, Kanakapura Road, Anjanadri Layout, Konanakunte Cross Metro, Konanakunte, Prestige Falcon City Mall, Bengaluru, Karnataka, 560062",Karnataka,11:00 AM to 09:30 PM,,,8447731148
New Bellandur,"203/205, Mint Plaza, Ground Floor, Green Glen Layout, New Bellandur, New Bellandur, Next To Reliance Fresh, Bengaluru, Karnataka, 560103",Karnataka,11:00 AM to 09:30 PM,,,9971101619
Kankanady,"Rajsan Complex, Ground Floor, No 1-16/2-5, Pumpwell Road, Kankanady, Kankanady, Near Omega Hospital, Mangaluru, Karnataka, 575002",Karnataka,11:00 AM to 09:00 PM,,,8929310301
Forum Neighbourhood Mall,"Unit 222, Second Floor, Forum Neighbourhood Mall, Whitefield, Forum Neighbourhood Mall, Bengaluru, Karnataka, 560066",Karnataka,11:00 AM to 09:30 PM,,,7042401400
Tilakwadi,"Cts No 5647/1, Ground Floor, New Goods Shed Road, Khanapur Road, Opposite Fire Fighter Station Belgaum, Belagavi, Karnataka, 590011",Karnataka,11:00 AM to 09:00 PM,,,8447838623
Flagship Store at Yelahanka,"948, Vln Square, Lig 2Nd Satge, 16Th B Cross Road, 2Nd Stage, Yelahanka New Town, Yelahanka, Near Sri Raghavendra Nursing Home, Bengaluru, Karnataka, 560064",Karnataka,11:00 AM to 09:30 PM,,,8929438864
Hampankatta,"Ground Floor, Premium Enclave, Light House Hill Road, Hampankatta, Hampankatta, Next To Jos Alukkas Showroom Opposite To Canara Bank, Mangaluru, Karnataka, 575001",Karnataka,11:00 AM to 09:00 PM,,,8929277874
